VANUS,SUGU,RAHVUS_3,CODE,MK_NIMI,Piirkonna_NIMI,HARIDUS_4,n
16-24,Naised,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,98
16-24,Naised,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,516
16-24,Naised,Eestlased,52,Järva maakond,Järva maakond,Haridustase teadmata,1
16-24,Naised,Eestlased,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,494
16-24,Naised,Eestlased,52,Järva maakond,Järva maakond,Kõrgharidus,94
16-24,Naised,Eestlased,52,Järva maakond,Järva maakond,Põhiharidus või madalam,677
16-24,Naised,Eestlased,56,Lääne maakond,Lääne maakond,Haridustase teadmata,1
16-24,Naised,Eestlased,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,341
16-24,Naised,Eestlased,56,Lääne maakond,Lääne maakond,Kõrgharidus,62
16-24,Naised,Eestlased,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,392
16-24,Naised,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Haridustase teadmata,2
16-24,Naised,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1060
16-24,Naised,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,181
16-24,Naised,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,1213
16-24,Naised,Eestlased,64,Põlva maakond,Põlva maakond,Haridustase teadmata,2
16-24,Naised,Eestlased,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,441
16-24,Naised,Eestlased,64,Põlva maakond,Põlva maakond,Kõrgharidus,70
16-24,Naised,Eestlased,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,449
16-24,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Haridustase teadmata,1
16-24,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1639
16-24,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,238
16-24,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,1632
16-24,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Haridustase teadmata,5
16-24,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,611
16-24,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Kõrgharidus,92
16-24,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,664
16-24,Naised,Eestlased,74,Saare maakond,Saare maakond,Haridustase teadmata,1
16-24,Naised,Eestlased,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,567
16-24,Naised,Eestlased,74,Saare maakond,Saare maakond,Kõrgharidus,102
16-24,Naised,Eestlased,74,Saare maakond,Saare maakond,Põhiharidus või madalam,563
16-24,Naised,Eestlased,79,Tartu maakond,Tartu linn,Haridustase teadmata,1
16-24,Naised,Eestlased,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1567
16-24,Naised,Eestlased,79,Tartu maakond,Tartu linn,Kõrgharidus,321
16-24,Naised,Eestlased,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,1584
16-24,Naised,Eestlased,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1105
16-24,Naised,Eestlased,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Kõrgharidus,188
16-24,Naised,Eestlased,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Põhiharidus või madalam,1262
16-24,Naised,Eestlased,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,476
16-24,Naised,Eestlased,81,Valga maakond,Valga maakond,Kõrgharidus,83
16-24,Naised,Eestlased,81,Valga maakond,Valga maakond,Põhiharidus või madalam,486
16-24,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Haridustase teadmata,2
16-24,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,877
16-24,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Kõrgharidus,139
16-24,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,966
16-24,Naised,Eestlased,87,Võru maakond,Võru maakond,Haridustase teadmata,3
16-24,Naised,Eestlased,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,708
16-24,Naised,Eestlased,87,Võru maakond,Võru maakond,Kõrgharidus,125
16-24,Naised,Eestlased,87,Võru maakond,Võru maakond,Põhiharidus või madalam,610
16-24,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Haridustase teadmata,7
16-24,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,353
16-24,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,53
16-24,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,322
16-24,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Haridustase teadmata,19
16-24,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,524
16-24,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,313
16-24,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,184
16-24,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Haridustase teadmata,5
16-24,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,145
16-24,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,57
16-24,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,120
16-24,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Haridustase teadmata,13
16-24,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1012
16-24,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,169
16-24,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,1224
16-24,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Haridustase teadmata,10
16-24,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,431
16-24,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,135
16-24,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,323
16-24,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,64
16-24,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,14
16-24,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,83
16-24,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Haridustase teadmata,1
16-24,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,80
16-24,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Kõrgharidus,25
16-24,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,82
16-24,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Haridustase teadmata,10
16-24,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,364
16-24,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,76
16-24,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,384
16-24,Naised,Muud rahvused,37,Harju maakond,"Harju maakond, v.a Tallinn",Haridustase teadmata,9
16-24,Naised,Muud rahvused,37,Harju maakond,"Harju maakond, v.a Tallinn",Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,452
16-24,Naised,Muud rahvused,37,Harju maakond,"Harju maakond, v.a Tallinn",Kõrgharidus,70
16-24,Naised,Muud rahvused,37,Harju maakond,"Harju maakond, v.a Tallinn",Põhiharidus või madalam,610
16-24,Naised,Muud rahvused,39,Hiiu maakond,Hiiu maakond,Kõrgharidus,1
16-24,Naised,Muud rahvused,39,Hiiu maakond,Hiiu maakond,Põhiharidus või madalam,1
16-24,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Haridustase teadmata,5
16-24,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1792
16-24,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,213
16-24,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,2047
16-24,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Haridustase teadmata,1
16-24,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,37
16-24,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,4
16-24,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,28
16-24,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,10
16-24,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Kõrgharidus,2
16-24,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Põhiharidus või madalam,19
16-24,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,21
16-24,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Kõrgharidus,4
16-24,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,36
16-24,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,98
16-24,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,8
16-24,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,121
16-24,Naised,Muud rahvused,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,13
16-24,Naised,Muud rahvused,64,Põlva maakond,Põlva maakond,Kõrgharidus,2
16-24,Naised,Muud rahvused,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,18
16-24,Naised,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,82
16-24,Naised,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,23
16-24,Naised,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,117
16-24,Naised,Muud rahvused,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,22
16-24,Naised,Muud rahvused,71,Rapla maakond,Rapla maakond,Kõrgharidus,1
16-24,Naised,Muud rahvused,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,23
16-24,Naised,Muud rahvused,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,6
16-24,Naised,Muud rahvused,74,Saare maakond,Saare maakond,Kõrgharidus,4
16-24,Naised,Muud rahvused,74,Saare maakond,Saare maakond,Põhiharidus või madalam,3
16-24,Naised,Muud rahvused,79,Tartu maakond,Tartu linn,Haridustase teadmata,5
16-24,Naised,Muud rahvused,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,543
16-24,Naised,Muud rahvused,79,Tartu maakond,Tartu linn,Kõrgharidus,284
16-24,Naised,Muud rahvused,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,272
16-24,Naised,Muud rahvused,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,71
16-24,Naised,Muud rahvused,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Kõrgharidus,8
16-24,Naised,Muud rahvused,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Põhiharidus või madalam,84
16-24,Naised,Muud rahvused,81,Valga maakond,Valga maakond,Haridustase teadmata,6
16-24,Naised,Muud rahvused,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,75
16-24,Naised,Muud rahvused,81,Valga maakond,Valga maakond,Kõrgharidus,10
16-24,Naised,Muud rahvused,81,Valga maakond,Valga maakond,Põhiharidus või madalam,127
16-24,Naised,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,12
16-24,Naised,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Kõrgharidus,6
16-24,Naised,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,11
16-24,Naised,Muud rahvused,87,Võru maakond,Võru maakond,Haridustase teadmata,1
16-24,Naised,Muud rahvused,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,18
16-24,Naised,Muud rahvused,87,Võru maakond,Võru maakond,Kõrgharidus,3
16-24,Naised,Muud rahvused,87,Võru maakond,Võru maakond,Põhiharidus või madalam,23
16-24,Naised,Rahvus teadmata,1,Harju maakond,Haabersti linnaosa,Haridustase teadmata,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,4
16-24,Naised,Rahvus teadmata,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Kesklinna linnaosa,Haridustase teadmata,24
16-24,Naised,Rahvus teadmata,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,7
16-24,Naised,Rahvus teadmata,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,15
16-24,Naised,Rahvus teadmata,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,5
16-24,Naised,Rahvus teadmata,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,2
16-24,Naised,Rahvus teadmata,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Lasnamäe linnaosa,Haridustase teadmata,22
16-24,Naised,Rahvus teadmata,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,9
16-24,Naised,Rahvus teadmata,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,4
16-24,Naised,Rahvus teadmata,1,Harju maakond,Mustamäe linnaosa,Haridustase teadmata,2
16-24,Naised,Rahvus teadmata,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,5
16-24,Naised,Rahvus teadmata,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,5
16-24,Naised,Rahvus teadmata,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,2
16-24,Naised,Rahvus teadmata,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,3
16-24,Naised,Rahvus teadmata,1,Harju maakond,Pirita linnaosa,Haridustase teadmata,2
16-24,Naised,Rahvus teadmata,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2
16-24,Naised,Rahvus teadmata,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Põhja-Tallinna linnaosa,Haridustase teadmata,7
16-24,Naised,Rahvus teadmata,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,6
16-24,Naised,Rahvus teadmata,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,1
16-24,Naised,Rahvus teadmata,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,3
16-24,Naised,Rahvus teadmata,37,Harju maakond,"Harju maakond, v.a Tallinn",Haridustase teadmata,6
16-24,Naised,Rahvus teadmata,37,Harju maakond,"Harju maakond, v.a Tallinn",Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,3
16-24,Naised,Rahvus teadmata,37,Harju maakond,"Harju maakond, v.a Tallinn",Põhiharidus või madalam,2
16-24,Naised,Rahvus teadmata,45,Ida-Viru maakond,Ida-Viru maakond,Haridustase teadmata,2
16-24,Naised,Rahvus teadmata,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,4
16-24,Naised,Rahvus teadmata,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,4
16-24,Naised,Rahvus teadmata,50,Jõgeva maakond,Jõgeva maakond,Haridustase teadmata,3
16-24,Naised,Rahvus teadmata,52,Järva maakond,Järva maakond,Haridustase teadmata,1
16-24,Naised,Rahvus teadmata,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
16-24,Naised,Rahvus teadmata,56,Lääne maakond,Lääne maakond,Haridustase teadmata,1
16-24,Naised,Rahvus teadmata,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2
16-24,Naised,Rahvus teadmata,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,2
16-24,Naised,Rahvus teadmata,60,Lääne-Viru maakond,Lääne-Viru maakond,Haridustase teadmata,1
16-24,Naised,Rahvus teadmata,68,Pärnu maakond,Pärnu maakond,Haridustase teadmata,5
16-24,Naised,Rahvus teadmata,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,1
16-24,Naised,Rahvus teadmata,71,Rapla maakond,Rapla maakond,Haridustase teadmata,5
16-24,Naised,Rahvus teadmata,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2
16-24,Naised,Rahvus teadmata,74,Saare maakond,Saare maakond,Haridustase teadmata,3
16-24,Naised,Rahvus teadmata,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2
16-24,Naised,Rahvus teadmata,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Haridustase teadmata,1
16-24,Naised,Rahvus teadmata,79,Tartu maakond,"Tartu maakond, v.a Tartu linn",Põhiharidus või madalam,1
16-24,Naised,Rahvus teadmata,81,Valga maakond,Valga maakond,Haridustase teadmata,3
16-24,Naised,Rahvus teadmata,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
16-24,Naised,Rahvus teadmata,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
16-24,Naised,Rahvus teadmata,87,Võru maakond,Võru maakond,Haridustase teadmata,2
25-34,Mehed,Eestlased,1,Harju maakond,Haabersti linnaosa,Haridustase teadmata,16
25-34,Mehed,Eestlased,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,841
25-34,Mehed,Eestlased,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,708
25-34,Mehed,Eestlased,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,217
25-34,Mehed,Eestlased,1,Harju maakond,Kesklinna linnaosa,Haridustase teadmata,26
25-34,Mehed,Eestlased,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1306
25-34,Mehed,Eestlased,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,1642
25-34,Mehed,Eestlased,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,332
25-34,Mehed,Eestlased,1,Harju maakond,Kristiine linnaosa,Haridustase teadmata,4
25-34,Mehed,Eestlased,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,810
25-34,Mehed,Eestlased,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,816
25-34,Mehed,Eestlased,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,221
25-34,Mehed,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Haridustase teadmata,20
25-34,Mehed,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1350
25-34,Mehed,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,743
25-34,Mehed,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,501
25-34,Mehed,Eestlased,1,Harju maakond,Mustamäe linnaosa,Haridustase teadmata,24
25-34,Mehed,Eestlased,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1633
25-34,Mehed,Eestlased,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,1251
25-34,Mehed,Eestlased,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,465
25-34,Mehed,Eestlased,1,Harju maakond,Nõmme linnaosa,Haridustase teadmata,6
25-34,Mehed,Eestlased,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,776
25-34,Mehed,Eestlased,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,607
25-34,Mehed,Eestlased,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,215
25-34,Mehed,Eestlased,1,Harju maakond,Pirita linnaosa,Haridustase teadmata,5
25-34,Mehed,Eestlased,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,266
25-34,Mehed,Eestlased,1,Harju maakond,Pirita linnaosa,Kõrgharidus,267
25-34,Mehed,Eestlased,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,62
25-34,Mehed,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Haridustase teadmata,12
25-34,Mehed,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1208
25-34,Mehed,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,1038
25-34,Mehed,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,386
25-34,Mehed,Eestlased,37,Harju maakond,"Harju maakond, v.a Tallinn",Haridustase teadmata,53
25-34,Mehed,Eestlased,37,Harju maakond,"Harju maakond, v.a Tallinn",Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,4215
25-34,Mehed,Eestlased,37,Harju maakond,"Harju maakond, v.a Tallinn",Kõrgharidus,2312
25-34,Mehed,Eestlased,37,Harju maakond,"Harju maakond, v.a Tallinn",Põhiharidus või madalam,1694
25-34,Mehed,Eestlased,39,Hiiu maakond,Hiiu maakond,Haridustase teadmata,2
25-34,Mehed,Eestlased,39,Hiiu maakond,Hiiu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,300
25-34,Mehed,Eestlased,39,Hiiu maakond,Hiiu maakond,Kõrgharidus,129
25-34,Mehed,Eestlased,39,Hiiu maakond,Hiiu maakond,Põhiharidus või madalam,141
25-34,Mehed,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Haridustase teadmata,12
25-34,Mehed,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,936
25-34,Mehed,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,300
25-34,Mehed,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,359
25-34,Mehed,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Haridustase teadmata,14
25-34,Mehed,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,959
25-34,Mehed,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,230
25-34,Mehed,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,500
25-34,Mehed,Eestlased,52,Järva maakond,Järva maakond,Haridustase teadmata,20
25-34,Mehed,Eestlased,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,931
25-34,Mehed,Eestlased,52,Järva maakond,Järva maakond,Kõrgharidus,214
25-34,Mehed,Eestlased,52,Järva maakond,Järva maakond,Põhiharidus või madalam,583
25-34,Mehed,Eestlased,56,Lääne maakond,Lääne maakond,Haridustase teadmata,9
25-34,Mehed,Eestlased,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,628
25-34,Mehed,Eestlased,56,Lääne maakond,Lääne maakond,Kõrgharidus,178
25-34,Mehed,Eestlased,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,359
25-34,Mehed,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Haridustase teadmata,24
25-34,Mehed,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1816
25-34,Mehed,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,580
25-34,Mehed,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,979
25-34,Mehed,Eestlased,64,Põlva maakond,Põlva maakond,Haridustase teadmata,12
25-34,Mehed,Eestlased,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,794
25-34,Mehed,Eestlased,64,Põlva maakond,Põlva maakond,Kõrgharidus,279
25-34,Mehed,Eestlased,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,421
25-34,Mehed,Eestlased,68,Pärnu maakond,Pärnu maakond,Haridustase teadmata,30
25-34,Mehed,Eestlased,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2598
25-34,Mehed,Eestlased,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,724
25-34,Mehed,Eestlased,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,1509
25-34,Mehed,Eestlased,71,Rapla maakond,Rapla maakond,Haridustase teadmata,15
25-34,Mehed,Eestlased,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1190
25-34,Mehed,Eestlased,71,Rapla maakond,Rapla maakond,Kõrgharidus,290
25-34,Mehed,Eestlased,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,610
25-34,Mehed,Eestlased,74,Saare maakond,Saare maakond,Haridustase teadmata,8
