VANUS,SUGU,RAHVUS_3,CODE,MK_NIMI,Piirkonna_NIMI,HARIDUS_4,n
25-34,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,1440
25-34,Naised,Eestlased,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,701
25-34,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,841
25-34,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Kõrgharidus,548
25-34,Naised,Eestlased,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,292
25-34,Naised,Eestlased,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,852
25-34,Naised,Eestlased,74,Saare maakond,Saare maakond,Kõrgharidus,694
25-34,Naised,Eestlased,74,Saare maakond,Saare maakond,Põhiharidus või madalam,236
25-34,Naised,Eestlased,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1736
25-34,Naised,Eestlased,79,Tartu maakond,Tartu linn,Kõrgharidus,3115
25-34,Naised,Eestlased,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,507
25-34,Naised,Eestlased,79,Tartu maakond,Tartu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1540
25-34,Naised,Eestlased,79,Tartu maakond,Tartu maakond,Kõrgharidus,1872
25-34,Naised,Eestlased,79,Tartu maakond,Tartu maakond,Põhiharidus või madalam,415
25-34,Naised,Eestlased,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,527
25-34,Naised,Eestlased,81,Valga maakond,Valga maakond,Kõrgharidus,407
25-34,Naised,Eestlased,81,Valga maakond,Valga maakond,Põhiharidus või madalam,182
25-34,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1074
25-34,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Kõrgharidus,834
25-34,Naised,Eestlased,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,477
25-34,Naised,Eestlased,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,912
25-34,Naised,Eestlased,87,Võru maakond,Võru maakond,Kõrgharidus,627
25-34,Naised,Eestlased,87,Võru maakond,Võru maakond,Põhiharidus või madalam,241
25-34,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,396
25-34,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,546
25-34,Naised,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,60
25-34,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,198
25-34,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,350
25-34,Naised,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,24
25-34,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,117
25-34,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,175
25-34,Naised,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,26
25-34,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1417
25-34,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,1502
25-34,Naised,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,264
25-34,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,421
25-34,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,625
25-34,Naised,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,64
25-34,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,64
25-34,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,70
25-34,Naised,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,10
25-34,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,45
25-34,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Kõrgharidus,114
25-34,Naised,Muud rahvused,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,6
25-34,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,425
25-34,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,347
25-34,Naised,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,79
25-34,Naised,Muud rahvused,37,Harju maakond,Harju maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,450
25-34,Naised,Muud rahvused,37,Harju maakond,Harju maakond,Kõrgharidus,577
25-34,Naised,Muud rahvused,37,Harju maakond,Harju maakond,Põhiharidus või madalam,115
25-34,Naised,Muud rahvused,39,Hiiu maakond,Hiiu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1
25-34,Naised,Muud rahvused,39,Hiiu maakond,Hiiu maakond,Kõrgharidus,1
25-34,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1351
25-34,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,1004
25-34,Naised,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,258
25-34,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,22
25-34,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,20
25-34,Naised,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,6
25-34,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,6
25-34,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Kõrgharidus,11
25-34,Naised,Muud rahvused,52,Järva maakond,Järva maakond,Põhiharidus või madalam,7
25-34,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,18
25-34,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Kõrgharidus,6
25-34,Naised,Muud rahvused,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,6
25-34,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,58
25-34,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,29
25-34,Naised,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,26
25-34,Naised,Muud rahvused,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,5
25-34,Naised,Muud rahvused,64,Põlva maakond,Põlva maakond,Kõrgharidus,5
25-34,Naised,Muud rahvused,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,7
25-34,Naised,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,95
25-34,Naised,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,32
25-34,Naised,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,25
25-34,Naised,Muud rahvused,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,15
25-34,Naised,Muud rahvused,71,Rapla maakond,Rapla maakond,Kõrgharidus,8
25-34,Naised,Muud rahvused,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,13
25-34,Naised,Muud rahvused,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2
25-34,Naised,Muud rahvused,74,Saare maakond,Saare maakond,Kõrgharidus,3
25-34,Naised,Muud rahvused,74,Saare maakond,Saare maakond,Põhiharidus või madalam,2
25-34,Naised,Muud rahvused,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,188
25-34,Naised,Muud rahvused,79,Tartu maakond,Tartu linn,Kõrgharidus,221
25-34,Naised,Muud rahvused,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,58
25-34,Naised,Muud rahvused,79,Tartu maakond,Tartu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,69
25-34,Naised,Muud rahvused,79,Tartu maakond,Tartu maakond,Kõrgharidus,48
25-34,Naised,Muud rahvused,79,Tartu maakond,Tartu maakond,Põhiharidus või madalam,29
25-34,Naised,Muud rahvused,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,50
25-34,Naised,Muud rahvused,81,Valga maakond,Valga maakond,Kõrgharidus,30
25-34,Naised,Muud rahvused,81,Valga maakond,Valga maakond,Põhiharidus või madalam,23
25-34,Naised,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,12
25-34,Naised,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Kõrgharidus,7
25-34,Naised,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,2
25-34,Naised,Muud rahvused,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,11
25-34,Naised,Muud rahvused,87,Võru maakond,Võru maakond,Kõrgharidus,21
25-34,Naised,Muud rahvused,87,Võru maakond,Võru maakond,Põhiharidus või madalam,6
35-44,Mehed,Eestlased,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,773
35-44,Mehed,Eestlased,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,709
35-44,Mehed,Eestlased,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,175
35-44,Mehed,Eestlased,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1174
35-44,Mehed,Eestlased,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,2052
35-44,Mehed,Eestlased,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,248
35-44,Mehed,Eestlased,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,754
35-44,Mehed,Eestlased,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,836
35-44,Mehed,Eestlased,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,186
35-44,Mehed,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1140
35-44,Mehed,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,619
35-44,Mehed,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,427
35-44,Mehed,Eestlased,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1293
35-44,Mehed,Eestlased,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,924
35-44,Mehed,Eestlased,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,403
35-44,Mehed,Eestlased,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,822
35-44,Mehed,Eestlased,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,916
35-44,Mehed,Eestlased,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,204
35-44,Mehed,Eestlased,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,313
35-44,Mehed,Eestlased,1,Harju maakond,Pirita linnaosa,Kõrgharidus,438
35-44,Mehed,Eestlased,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,74
35-44,Mehed,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1120
35-44,Mehed,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,1312
35-44,Mehed,Eestlased,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,348
35-44,Mehed,Eestlased,37,Harju maakond,Harju maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,5133
35-44,Mehed,Eestlased,37,Harju maakond,Harju maakond,Kõrgharidus,4040
35-44,Mehed,Eestlased,37,Harju maakond,Harju maakond,Põhiharidus või madalam,1889
35-44,Mehed,Eestlased,39,Hiiu maakond,Hiiu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,266
35-44,Mehed,Eestlased,39,Hiiu maakond,Hiiu maakond,Kõrgharidus,79
35-44,Mehed,Eestlased,39,Hiiu maakond,Hiiu maakond,Põhiharidus või madalam,144
35-44,Mehed,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,723
35-44,Mehed,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,219
35-44,Mehed,Eestlased,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,307
35-44,Mehed,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,700
35-44,Mehed,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,187
35-44,Mehed,Eestlased,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,464
35-44,Mehed,Eestlased,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,902
35-44,Mehed,Eestlased,52,Järva maakond,Järva maakond,Kõrgharidus,197
35-44,Mehed,Eestlased,52,Järva maakond,Järva maakond,Põhiharidus või madalam,583
35-44,Mehed,Eestlased,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,500
35-44,Mehed,Eestlased,56,Lääne maakond,Lääne maakond,Kõrgharidus,185
35-44,Mehed,Eestlased,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,321
35-44,Mehed,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1657
35-44,Mehed,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,485
35-44,Mehed,Eestlased,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,985
35-44,Mehed,Eestlased,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,694
35-44,Mehed,Eestlased,64,Põlva maakond,Põlva maakond,Kõrgharidus,201
35-44,Mehed,Eestlased,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,485
35-44,Mehed,Eestlased,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2516
35-44,Mehed,Eestlased,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,801
35-44,Mehed,Eestlased,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,1486
35-44,Mehed,Eestlased,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1093
35-44,Mehed,Eestlased,71,Rapla maakond,Rapla maakond,Kõrgharidus,343
35-44,Mehed,Eestlased,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,658
35-44,Mehed,Eestlased,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,878
35-44,Mehed,Eestlased,74,Saare maakond,Saare maakond,Kõrgharidus,358
35-44,Mehed,Eestlased,74,Saare maakond,Saare maakond,Põhiharidus või madalam,591
35-44,Mehed,Eestlased,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2333
35-44,Mehed,Eestlased,79,Tartu maakond,Tartu linn,Kõrgharidus,2232
35-44,Mehed,Eestlased,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,969
35-44,Mehed,Eestlased,79,Tartu maakond,Tartu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,2138
35-44,Mehed,Eestlased,79,Tartu maakond,Tartu maakond,Kõrgharidus,1164
35-44,Mehed,Eestlased,79,Tartu maakond,Tartu maakond,Põhiharidus või madalam,1043
35-44,Mehed,Eestlased,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,591
35-44,Mehed,Eestlased,81,Valga maakond,Valga maakond,Kõrgharidus,168
35-44,Mehed,Eestlased,81,Valga maakond,Valga maakond,Põhiharidus või madalam,336
35-44,Mehed,Eestlased,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1262
35-44,Mehed,Eestlased,84,Viljandi maakond,Viljandi maakond,Kõrgharidus,373
35-44,Mehed,Eestlased,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,894
35-44,Mehed,Eestlased,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1017
35-44,Mehed,Eestlased,87,Võru maakond,Võru maakond,Kõrgharidus,296
35-44,Mehed,Eestlased,87,Võru maakond,Võru maakond,Põhiharidus või madalam,551
35-44,Mehed,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,462
35-44,Mehed,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,499
35-44,Mehed,Muud rahvused,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,86
35-44,Mehed,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,238
35-44,Mehed,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,370
35-44,Mehed,Muud rahvused,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,36
35-44,Mehed,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,121
35-44,Mehed,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,144
35-44,Mehed,Muud rahvused,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,30
35-44,Mehed,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1820
35-44,Mehed,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,1270
35-44,Mehed,Muud rahvused,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,399
35-44,Mehed,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,519
35-44,Mehed,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,403
35-44,Mehed,Muud rahvused,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,109
35-44,Mehed,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,77
35-44,Mehed,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,58
35-44,Mehed,Muud rahvused,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,24
35-44,Mehed,Muud rahvused,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,74
35-44,Mehed,Muud rahvused,1,Harju maakond,Pirita linnaosa,Kõrgharidus,178
35-44,Mehed,Muud rahvused,1,Harju maakond,Pirita linnaosa,Põhiharidus või madalam,8
35-44,Mehed,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,444
35-44,Mehed,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Kõrgharidus,246
35-44,Mehed,Muud rahvused,1,Harju maakond,Põhja-Tallinna linnaosa,Põhiharidus või madalam,152
35-44,Mehed,Muud rahvused,37,Harju maakond,Harju maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,681
35-44,Mehed,Muud rahvused,37,Harju maakond,Harju maakond,Kõrgharidus,588
35-44,Mehed,Muud rahvused,37,Harju maakond,Harju maakond,Põhiharidus või madalam,185
35-44,Mehed,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,1648
35-44,Mehed,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Kõrgharidus,721
35-44,Mehed,Muud rahvused,45,Ida-Viru maakond,Ida-Viru maakond,Põhiharidus või madalam,408
35-44,Mehed,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,44
35-44,Mehed,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Kõrgharidus,8
35-44,Mehed,Muud rahvused,50,Jõgeva maakond,Jõgeva maakond,Põhiharidus või madalam,40
35-44,Mehed,Muud rahvused,52,Järva maakond,Järva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,17
35-44,Mehed,Muud rahvused,52,Järva maakond,Järva maakond,Kõrgharidus,7
35-44,Mehed,Muud rahvused,52,Järva maakond,Järva maakond,Põhiharidus või madalam,22
35-44,Mehed,Muud rahvused,56,Lääne maakond,Lääne maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,30
35-44,Mehed,Muud rahvused,56,Lääne maakond,Lääne maakond,Kõrgharidus,7
35-44,Mehed,Muud rahvused,56,Lääne maakond,Lääne maakond,Põhiharidus või madalam,19
35-44,Mehed,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,84
35-44,Mehed,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Kõrgharidus,17
35-44,Mehed,Muud rahvused,60,Lääne-Viru maakond,Lääne-Viru maakond,Põhiharidus või madalam,63
35-44,Mehed,Muud rahvused,64,Põlva maakond,Põlva maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,19
35-44,Mehed,Muud rahvused,64,Põlva maakond,Põlva maakond,Kõrgharidus,4
35-44,Mehed,Muud rahvused,64,Põlva maakond,Põlva maakond,Põhiharidus või madalam,14
35-44,Mehed,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,139
35-44,Mehed,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Kõrgharidus,33
35-44,Mehed,Muud rahvused,68,Pärnu maakond,Pärnu maakond,Põhiharidus või madalam,51
35-44,Mehed,Muud rahvused,71,Rapla maakond,Rapla maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,32
35-44,Mehed,Muud rahvused,71,Rapla maakond,Rapla maakond,Kõrgharidus,7
35-44,Mehed,Muud rahvused,71,Rapla maakond,Rapla maakond,Põhiharidus või madalam,16
35-44,Mehed,Muud rahvused,74,Saare maakond,Saare maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,6
35-44,Mehed,Muud rahvused,74,Saare maakond,Saare maakond,Kõrgharidus,3
35-44,Mehed,Muud rahvused,74,Saare maakond,Saare maakond,Põhiharidus või madalam,1
35-44,Mehed,Muud rahvused,79,Tartu maakond,Tartu linn,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,393
35-44,Mehed,Muud rahvused,79,Tartu maakond,Tartu linn,Kõrgharidus,194
35-44,Mehed,Muud rahvused,79,Tartu maakond,Tartu linn,Põhiharidus või madalam,172
35-44,Mehed,Muud rahvused,79,Tartu maakond,Tartu maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,131
35-44,Mehed,Muud rahvused,79,Tartu maakond,Tartu maakond,Kõrgharidus,47
35-44,Mehed,Muud rahvused,79,Tartu maakond,Tartu maakond,Põhiharidus või madalam,74
35-44,Mehed,Muud rahvused,81,Valga maakond,Valga maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,50
35-44,Mehed,Muud rahvused,81,Valga maakond,Valga maakond,Kõrgharidus,11
35-44,Mehed,Muud rahvused,81,Valga maakond,Valga maakond,Põhiharidus või madalam,39
35-44,Mehed,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,24
35-44,Mehed,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Kõrgharidus,5
35-44,Mehed,Muud rahvused,84,Viljandi maakond,Viljandi maakond,Põhiharidus või madalam,28
35-44,Mehed,Muud rahvused,87,Võru maakond,Võru maakond,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,28
35-44,Mehed,Muud rahvused,87,Võru maakond,Võru maakond,Kõrgharidus,7
35-44,Mehed,Muud rahvused,87,Võru maakond,Võru maakond,Põhiharidus või madalam,10
35-44,Naised,Eestlased,1,Harju maakond,Haabersti linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,518
35-44,Naised,Eestlased,1,Harju maakond,Haabersti linnaosa,Kõrgharidus,1022
35-44,Naised,Eestlased,1,Harju maakond,Haabersti linnaosa,Põhiharidus või madalam,87
35-44,Naised,Eestlased,1,Harju maakond,Kesklinna linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,797
35-44,Naised,Eestlased,1,Harju maakond,Kesklinna linnaosa,Kõrgharidus,3187
35-44,Naised,Eestlased,1,Harju maakond,Kesklinna linnaosa,Põhiharidus või madalam,83
35-44,Naised,Eestlased,1,Harju maakond,Kristiine linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,515
35-44,Naised,Eestlased,1,Harju maakond,Kristiine linnaosa,Kõrgharidus,1326
35-44,Naised,Eestlased,1,Harju maakond,Kristiine linnaosa,Põhiharidus või madalam,70
35-44,Naised,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,929
35-44,Naised,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Kõrgharidus,1061
35-44,Naised,Eestlased,1,Harju maakond,Lasnamäe linnaosa,Põhiharidus või madalam,225
35-44,Naised,Eestlased,1,Harju maakond,Mustamäe linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,956
35-44,Naised,Eestlased,1,Harju maakond,Mustamäe linnaosa,Kõrgharidus,1519
35-44,Naised,Eestlased,1,Harju maakond,Mustamäe linnaosa,Põhiharidus või madalam,173
35-44,Naised,Eestlased,1,Harju maakond,Nõmme linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,545
35-44,Naised,Eestlased,1,Harju maakond,Nõmme linnaosa,Kõrgharidus,1448
35-44,Naised,Eestlased,1,Harju maakond,Nõmme linnaosa,Põhiharidus või madalam,77
35-44,Naised,Eestlased,1,Harju maakond,Pirita linnaosa,Keskharidus või kutseharidus/keskeriharidus keskhariduse baasil,190
35-44,Naised,Eestlased,1,Harju maakond,Pirita linnaosa,Kõrgharidus,727
